epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,6006.26,0.92881,0.51448,0.83016,0.98512,0.86614,0.96911,0.62042,1.20894,0.61896,0.88573,0.0011486,0.0011486,0.0011486
174,6039.51,0.96451,0.5236,0.83911,0.98304,0.91287,0.97134,0.62606,1.17958,0.62037,0.89131,0.00114365,0.00114365,0.00114365
175,6074.37,0.93443,0.51917,0.8414,0.94342,0.92126,0.96972,0.59119,1.19488,0.61929,0.89681,0.0011387,0.0011387,0.0011387
176,6108.65,0.93934,0.52347,0.84232,0.97219,0.92126,0.97005,0.60894,1.19773,0.59847,0.88148,0.00113375,0.00113375,0.00113375
177,6141.57,0.96506,0.52087,0.83521,0.98326,0.90551,0.98006,0.63758,1.14707,0.60812,0.8717,0.0011288,0.0011288,0.0011288
178,6175.98,0.94152,0.51107,0.82729,0.96494,0.91339,0.97226,0.64713,1.1253,0.61375,0.87889,0.00112385,0.00112385,0.00112385
179,6207.11,0.93814,0.50149,0.82966,0.97556,0.94309,0.98563,0.64553,1.15201,0.59657,0.88438,0.0011189,0.0011189,0.0011189
180,6236.67,0.93572,0.51171,0.84099,0.9221,0.93205,0.97106,0.62186,1.18901,0.60506,0.89195,0.00111395,0.00111395,0.00111395
181,6268.16,0.93787,0.52893,0.84655,0.95628,0.92913,0.95925,0.62936,1.18028,0.61019,0.87949,0.001109,0.001109,0.001109
182,6299.16,0.90144,0.48234,0.83809,0.98228,0.92126,0.97737,0.63116,1.16557,0.57705,0.8745,0.00110405,0.00110405,0.00110405
183,6329.3,0.94874,0.50591,0.83984,0.97683,0.93701,0.97368,0.62254,1.22195,0.65341,0.89369,0.0010991,0.0010991,0.0010991
184,6361.6,0.98988,0.52008,0.84387,0.97557,0.94339,0.97911,0.65129,1.09524,0.59091,0.86326,0.00109415,0.00109415,0.00109415
185,6390.9,0.94848,0.51872,0.83798,0.99606,0.91339,0.97681,0.66093,1.16593,0.68934,0.87626,0.0010892,0.0010892,0.0010892
186,6423.36,0.99631,0.52912,0.83291,0.99118,0.92913,0.97375,0.62013,1.15448,0.58649,0.87105,0.00108425,0.00108425,0.00108425
187,6455.17,0.95719,0.51285,0.84242,0.97883,0.92913,0.98328,0.62782,1.15709,0.57943,0.87218,0.0010793,0.0010793,0.0010793
188,6487.17,0.9635,0.51045,0.82552,0.98964,0.94488,0.98577,0.6504,1.12325,0.54934,0.8664,0.00107435,0.00107435,0.00107435
189,6519.11,0.90444,0.47911,0.82249,0.99149,0.91785,0.97923,0.62734,1.15279,0.58219,0.88486,0.0010694,0.0010694,0.0010694
190,6549.62,0.9175,0.50016,0.8341,0.97259,0.94488,0.97838,0.64895,1.14743,0.62965,0.87836,0.00106445,0.00106445,0.00106445
191,6579.66,0.92177,0.51156,0.84082,0.98211,0.90551,0.97493,0.64718,1.1861,0.75388,0.8712,0.0010595,0.0010595,0.0010595
192,6609.34,0.93177,0.5124,0.82095,1,0.92617,0.98455,0.64376,1.13375,0.56789,0.87767,0.00105455,0.00105455,0.00105455
193,6641.16,0.92632,0.49472,0.84122,0.98378,0.95492,0.99007,0.63455,1.15683,0.56124,0.87689,0.0010496,0.0010496,0.0010496
194,6670.47,0.93783,0.52717,0.83122,0.99155,0.924,0.98486,0.64583,1.15331,0.59268,0.87775,0.00104465,0.00104465,0.00104465
195,6700.09,0.93156,0.48631,0.82738,0.96829,0.93701,0.98207,0.62414,1.23543,0.62478,0.89275,0.0010397,0.0010397,0.0010397
196,6729.99,0.94485,0.50223,0.83633,0.96734,0.93291,0.97991,0.6602,1.06464,0.57364,0.86024,0.00103475,0.00103475,0.00103475
197,6760.76,0.92811,0.51894,0.85041,0.99168,0.93844,0.97683,0.63157,1.13325,0.5723,0.87013,0.0010298,0.0010298,0.0010298
198,6790.46,0.94009,0.48831,0.83731,0.98346,0.93644,0.96952,0.60155,1.19272,0.58216,0.87251,0.00102485,0.00102485,0.00102485
199,6821.52,0.95135,0.50937,0.838,0.98353,0.94066,0.98141,0.63224,1.18104,0.57186,0.87325,0.0010199,0.0010199,0.0010199
200,6852.02,0.97941,0.53012,0.82694,0.97546,0.93913,0.97767,0.62257,1.21221,0.59154,0.88462,0.00101495,0.00101495,0.00101495
201,6883.08,0.93898,0.49061,0.84581,0.99854,0.91339,0.97724,0.64123,1.1238,0.55546,0.87231,0.00101,0.00101,0.00101
202,6913.84,0.95789,0.49273,0.84214,0.96844,0.96648,0.97863,0.66557,1.09599,0.57255,0.87086,0.00100505,0.00100505,0.00100505
203,6943.36,0.95432,0.49328,0.8397,1,0.93654,0.98048,0.6444,1.12147,0.55838,0.86756,0.0010001,0.0010001,0.0010001
204,6973.08,0.92083,0.49375,0.83423,0.98562,0.94488,0.9834,0.63293,1.20777,0.57402,0.87374,0.00099515,0.00099515,0.00099515
205,7002.92,0.91424,0.48514,0.83341,0.98346,0.93637,0.97779,0.66178,1.09656,0.56773,0.85608,0.0009902,0.0009902,0.0009902
206,7034.45,0.91219,0.49544,0.82125,0.96267,0.93701,0.967,0.64191,1.09019,0.5812,0.85655,0.00098525,0.00098525,0.00098525
207,7063.74,0.91602,0.49281,0.83372,0.9832,0.93701,0.97705,0.63573,1.16724,0.57365,0.86902,0.0009803,0.0009803,0.0009803
208,7094.6,0.92855,0.49324,0.83502,0.953,0.95276,0.98342,0.63662,1.12444,0.55294,0.86304,0.00097535,0.00097535,0.00097535
209,7125.77,0.88767,0.48087,0.8218,0.99139,0.90615,0.98035,0.63607,1.12627,0.55417,0.87184,0.0009704,0.0009704,0.0009704
210,7156.08,0.94985,0.53577,0.84719,0.96698,0.92242,0.97417,0.63291,1.13931,0.53114,0.87314,0.00096545,0.00096545,0.00096545
211,7186.66,0.91634,0.48426,0.83803,0.95922,0.93701,0.96662,0.62549,1.15713,0.54693,0.86633,0.0009605,0.0009605,0.0009605
212,7218.34,0.91282,0.49185,0.83126,0.96155,0.91339,0.96702,0.62641,1.15724,0.56749,0.86584,0.00095555,0.00095555,0.00095555
213,7249.1,0.8675,0.46488,0.82709,0.99154,0.92294,0.98362,0.6483,1.10275,0.54185,0.86932,0.0009506,0.0009506,0.0009506
214,7279.36,0.92476,0.48863,0.83874,0.97241,0.90551,0.9676,0.62597,1.14415,0.61918,0.86095,0.00094565,0.00094565,0.00094565
215,7309.16,0.9468,0.49898,0.8337,0.96618,0.89972,0.96349,0.63796,1.09981,0.61905,0.85916,0.0009407,0.0009407,0.0009407
216,7341.04,0.94926,0.48585,0.83212,0.99172,0.94282,0.97642,0.65767,1.12978,0.59812,0.8669,0.00093575,0.00093575,0.00093575
217,7371.62,0.92796,0.47192,0.84392,0.99894,0.95276,0.98342,0.66153,1.12877,0.53656,0.87661,0.0009308,0.0009308,0.0009308
218,7401.84,0.89388,0.47086,0.82784,0.98362,0.94595,0.98398,0.67352,1.12742,0.56799,0.87853,0.00092585,0.00092585,0.00092585
219,7430.39,0.88277,0.47084,0.83104,0.9918,0.95198,0.98554,0.65443,1.16567,0.5591,0.87649,0.0009209,0.0009209,0.0009209
220,7460.43,0.89457,0.48507,0.83145,0.98468,0.94488,0.98005,0.65152,1.1097,0.56619,0.87086,0.00091595,0.00091595,0.00091595
221,7491.16,0.91258,0.46647,0.82181,0.99165,0.93566,0.97501,0.66155,1.10495,0.57982,0.87625,0.000911,0.000911,0.000911
222,7522.5,0.91449,0.49497,0.82712,0.99184,0.95752,0.98182,0.65589,1.09016,0.56779,0.86892,0.00090605,0.00090605,0.00090605
223,7553.41,0.89999,0.48115,0.82894,0.99191,0.96601,0.98308,0.65299,1.10403,0.53644,0.87128,0.0009011,0.0009011,0.0009011
224,7584.56,0.88904,0.47107,0.81859,0.98122,0.91339,0.97127,0.64065,1.10243,0.53945,0.87144,0.00089615,0.00089615,0.00089615
225,7614.99,0.90086,0.48178,0.83187,0.97954,0.93701,0.97593,0.64803,1.10275,0.57698,0.87973,0.0008912,0.0008912,0.0008912
226,7645.24,0.88376,0.48134,0.83811,0.99157,0.92659,0.98094,0.66035,1.12868,0.56242,0.87628,0.00088625,0.00088625,0.00088625
227,7674.09,0.94665,0.4792,0.82601,0.98373,0.95211,0.98033,0.65447,1.13432,0.5594,0.87804,0.0008813,0.0008813,0.0008813
228,7703.56,0.87668,0.46451,0.8287,0.99636,0.95276,0.98257,0.65506,1.13345,0.52532,0.87995,0.00087635,0.00087635,0.00087635
229,7734.78,0.89852,0.47382,0.82118,0.99036,0.96063,0.98387,0.66382,1.09466,0.52475,0.86583,0.0008714,0.0008714,0.0008714
230,7763.46,0.84003,0.46462,0.81922,0.99189,0.96345,0.98143,0.67703,1.08844,0.54935,0.85585,0.00086645,0.00086645,0.00086645
231,7793.33,0.85775,0.45255,0.82039,0.96017,0.94916,0.97981,0.65758,1.10519,0.56224,0.86027,0.0008615,0.0008615,0.0008615
232,7824.93,0.89352,0.46662,0.82566,0.9758,0.95266,0.98003,0.64663,1.13437,0.53905,0.87937,0.00085655,0.00085655,0.00085655
233,7855.18,0.8992,0.47299,0.83073,0.98372,0.95171,0.97986,0.64645,1.14726,0.56336,0.88222,0.0008516,0.0008516,0.0008516
234,7884.89,0.89702,0.46078,0.83757,0.96515,0.95276,0.9828,0.6753,1.07924,0.53678,0.8733,0.00084665,0.00084665,0.00084665
235,7914.59,0.83751,0.43774,0.81382,0.99152,0.92014,0.97528,0.64805,1.15076,0.55657,0.87924,0.0008417,0.0008417,0.0008417
236,7943.72,0.86187,0.45472,0.83289,0.9781,0.92913,0.98419,0.67133,1.10276,0.53686,0.86809,0.00083675,0.00083675,0.00083675
237,7973.51,0.88882,0.4775,0.81436,0.98385,0.95918,0.98762,0.67337,1.07445,0.52525,0.8692,0.0008318,0.0008318,0.0008318
238,8003.06,0.84017,0.456,0.82619,0.98383,0.95787,0.98358,0.6542,1.11052,0.5344,0.87376,0.00082685,0.00082685,0.00082685
239,8033.29,0.86838,0.44376,0.81534,0.99159,0.92814,0.98281,0.64786,1.14733,0.54144,0.87608,0.0008219,0.0008219,0.0008219
240,8063.34,0.86224,0.45533,0.81828,0.97553,0.94156,0.98277,0.65387,1.13504,0.52982,0.88158,0.00081695,0.00081695,0.00081695
241,8094.17,0.85097,0.44164,0.81877,0.99181,0.9533,0.98427,0.65351,1.08532,0.50965,0.87312,0.000812,0.000812,0.000812
242,8123.64,0.87035,0.45936,0.81774,0.98389,0.96149,0.98672,0.65459,1.08803,0.5036,0.8706,0.00080705,0.00080705,0.00080705
243,8153.28,0.92836,0.47768,0.82256,0.97804,0.93701,0.97071,0.62636,1.20629,0.56604,0.88586,0.0008021,0.0008021,0.0008021
244,8183.34,0.95907,0.47044,0.83261,0.97129,0.93701,0.98374,0.62124,1.17426,0.54133,0.88394,0.00079715,0.00079715,0.00079715
245,8213.08,0.88048,0.45082,0.83888,0.96842,0.9685,0.9867,0.64748,1.12917,0.51403,0.87739,0.0007922,0.0007922,0.0007922
246,8242.77,0.83842,0.43482,0.81454,0.96972,0.95276,0.97749,0.65798,1.09325,0.49548,0.87276,0.00078725,0.00078725,0.00078725
247,8273.02,0.89424,0.48249,0.82874,0.98008,0.96063,0.98829,0.65731,1.09559,0.50816,0.87276,0.0007823,0.0007823,0.0007823
248,8305.15,0.8648,0.4603,0.82923,0.98538,0.95276,0.98847,0.65221,1.07223,0.51952,0.86608,0.00077735,0.00077735,0.00077735
249,8335.3,0.83204,0.45549,0.83263,0.99188,0.96162,0.98245,0.66405,1.08121,0.49802,0.87109,0.0007724,0.0007724,0.0007724
250,8365.56,0.84226,0.43507,0.82364,0.96043,0.95565,0.98072,0.645,1.12299,0.53258,0.87472,0.00076745,0.00076745,0.00076745
251,8396.3,0.80472,0.44134,0.80925,0.96793,0.9685,0.98937,0.6651,1.07906,0.51373,0.86841,0.0007625,0.0007625,0.0007625
252,8425.66,0.86026,0.46541,0.81674,0.99175,0.94676,0.98463,0.67977,1.06046,0.52244,0.87059,0.00075755,0.00075755,0.00075755
253,8454.52,0.87096,0.45796,0.82819,0.98949,0.95276,0.98665,0.65246,1.08499,0.54225,0.87236,0.0007526,0.0007526,0.0007526
254,8483.47,0.85428,0.44355,0.82749,0.99171,0.94202,0.98051,0.66582,1.0726,0.52992,0.87108,0.00074765,0.00074765,0.00074765
255,8512.47,0.87327,0.44774,0.80335,0.97984,0.95276,0.98089,0.6752,1.07733,0.53132,0.8694,0.0007427,0.0007427,0.0007427
256,8541.56,0.82801,0.44583,0.82201,0.98941,0.93701,0.98894,0.67976,1.07173,0.51597,0.86604,0.00073775,0.00073775,0.00073775
257,8570.86,0.8502,0.42952,0.83473,0.98347,0.93701,0.98885,0.68122,1.05215,0.52789,0.86411,0.0007328,0.0007328,0.0007328
258,8600.04,0.84801,0.45382,0.82474,0.98215,0.92913,0.98272,0.6659,1.07604,0.5513,0.86245,0.00072785,0.00072785,0.00072785
259,8629.82,0.87076,0.46253,0.82201,0.96398,0.93701,0.98281,0.6523,1.10649,0.55156,0.87442,0.0007229,0.0007229,0.0007229
260,8658.19,0.8782,0.45584,0.82505,0.98318,0.94488,0.98289,0.6661,1.11095,0.53912,0.87471,0.00071795,0.00071795,0.00071795
261,8687.31,0.86694,0.46808,0.83631,0.99799,0.93701,0.97826,0.64834,1.09227,0.53469,0.87163,0.000713,0.000713,0.000713
262,8718.49,0.8802,0.4499,0.82023,1,0.91932,0.97882,0.64459,1.09455,0.53168,0.87329,0.00070805,0.00070805,0.00070805
263,8749.3,0.84754,0.45147,0.82983,0.97127,0.92913,0.97162,0.64383,1.11657,0.51566,0.87795,0.0007031,0.0007031,0.0007031
264,8778.64,0.84751,0.44986,0.81945,0.9692,0.92126,0.9702,0.63185,1.13637,0.53843,0.87825,0.00069815,0.00069815,0.00069815
265,8807.19,0.84464,0.44305,0.82241,0.97506,0.93701,0.96874,0.64214,1.1273,0.57285,0.87591,0.0006932,0.0006932,0.0006932
266,8835.5,0.86142,0.45229,0.82931,1,0.92405,0.98369,0.67376,1.07579,0.55815,0.87021,0.00068825,0.00068825,0.00068825
267,8865.12,0.83658,0.42555,0.82231,0.99027,0.93701,0.98531,0.66418,1.09827,0.53207,0.87125,0.0006833,0.0006833,0.0006833
268,8893.66,0.85585,0.44169,0.81836,0.99166,0.93596,0.98194,0.66744,1.09273,0.54407,0.87191,0.00067835,0.00067835,0.00067835
269,8923.75,0.85565,0.44296,0.82692,0.98331,0.92762,0.98095,0.66096,1.07873,0.53899,0.86984,0.0006734,0.0006734,0.0006734
270,8954.28,0.83803,0.44002,0.8173,0.98132,0.94488,0.98804,0.67059,1.06778,0.51509,0.86012,0.00066845,0.00066845,0.00066845
271,8984.41,0.86802,0.45101,0.83159,0.9532,0.96221,0.9851,0.66856,1.09726,0.53054,0.86519,0.0006635,0.0006635,0.0006635
272,9015.71,0.87287,0.44866,0.82878,0.97615,0.96679,0.9785,0.64029,1.14379,0.52287,0.87565,0.00065855,0.00065855,0.00065855
273,9047.96,0.84127,0.42559,0.82268,0.96992,0.96063,0.98042,0.6518,1.12404,0.51509,0.88065,0.0006536,0.0006536,0.0006536
274,9078.64,0.86531,0.4366,0.82584,0.98375,0.95352,0.97761,0.63345,1.15963,0.52502,0.88231,0.00064865,0.00064865,0.00064865
275,9109.1,0.84795,0.4361,0.8291,0.98372,0.95178,0.97684,0.64713,1.09985,0.52776,0.86679,0.0006437,0.0006437,0.0006437
276,9139.24,0.79558,0.42229,0.8187,0.9917,0.94087,0.97585,0.64802,1.07258,0.54603,0.86196,0.00063875,0.00063875,0.00063875
277,9170.9,0.83331,0.44624,0.81344,0.9758,0.95236,0.97839,0.64944,1.07928,0.54365,0.86448,0.0006338,0.0006338,0.0006338
278,9199.98,0.78662,0.41609,0.81434,0.97554,0.94229,0.97632,0.6526,1.09431,0.52973,0.86542,0.00062885,0.00062885,0.00062885
279,9229.15,0.81721,0.43716,0.82415,0.9763,0.97301,0.9874,0.67354,1.09163,0.50138,0.86708,0.0006239,0.0006239,0.0006239
280,9259,0.80252,0.42897,0.82835,0.98729,0.9685,0.98638,0.67764,1.06853,0.50129,0.86224,0.00061895,0.00061895,0.00061895
281,9287.79,0.85389,0.4364,0.8175,0.98386,0.95999,0.98306,0.6718,1.07617,0.53563,0.85891,0.000614,0.000614,0.000614
282,9316.88,0.78821,0.40673,0.8094,0.98428,0.93701,0.98273,0.68072,1.05979,0.55851,0.85538,0.00060905,0.00060905,0.00060905
283,9346.53,0.85158,0.44594,0.83867,0.99053,0.94488,0.98087,0.67931,1.07684,0.57045,0.86472,0.0006041,0.0006041,0.0006041
284,9375.09,0.82985,0.4277,0.8352,0.98351,0.93899,0.97924,0.66046,1.11872,0.59952,0.87095,0.00059915,0.00059915,0.00059915
285,9403.55,0.85433,0.44942,0.8348,0.98331,0.92784,0.9802,0.65945,1.14888,0.60077,0.8733,0.0005942,0.0005942,0.0005942
286,9433.68,0.81843,0.41966,0.81265,0.96865,0.97324,0.98282,0.65398,1.10828,0.51827,0.86847,0.00058925,0.00058925,0.00058925
287,9464.11,0.78379,0.41362,0.82488,0.9856,0.93701,0.97824,0.63877,1.10028,0.53437,0.86089,0.0005843,0.0005843,0.0005843
288,9493.82,0.8584,0.44128,0.81631,0.98339,0.9326,0.96882,0.6343,1.10323,0.56143,0.86413,0.00057935,0.00057935,0.00057935
289,9521.95,0.84263,0.43737,0.83325,0.98946,0.94488,0.97206,0.65065,1.10322,0.57507,0.86053,0.0005744,0.0005744,0.0005744
290,9553.27,0.83098,0.43076,0.81941,0.96014,0.94846,0.97215,0.65307,1.10148,0.55838,0.86259,0.00056945,0.00056945,0.00056945
291,9582.88,0.80989,0.41792,0.82291,0.98283,0.94488,0.97665,0.65634,1.09424,0.5434,0.86374,0.0005645,0.0005645,0.0005645
292,9611.88,0.79626,0.41028,0.81327,0.9834,0.93282,0.97985,0.67052,1.11051,0.55395,0.86671,0.00055955,0.00055955,0.00055955
293,9640.17,0.82177,0.42411,0.81251,0.98345,0.93602,0.97955,0.65859,1.09862,0.53048,0.86266,0.0005546,0.0005546,0.0005546
294,9671.18,0.81123,0.43368,0.8125,0.97555,0.94267,0.97339,0.63553,1.10646,0.52182,0.86621,0.00054965,0.00054965,0.00054965
295,9701.06,0.81277,0.41938,0.8086,0.98971,0.94488,0.97961,0.66159,1.05276,0.49343,0.85974,0.0005447,0.0005447,0.0005447
296,9730.76,0.81029,0.42153,0.80344,0.96802,0.95353,0.98068,0.66695,1.04558,0.50748,0.85441,0.00053975,0.00053975,0.00053975
297,9760.01,0.78839,0.43422,0.81901,0.99172,0.9433,0.97212,0.65557,1.06856,0.52822,0.85921,0.0005348,0.0005348,0.0005348
298,9789.08,0.79583,0.41213,0.80863,0.99039,0.94488,0.98031,0.67882,1.06296,0.5447,0.86027,0.00052985,0.00052985,0.00052985
299,9817.41,0.80614,0.41907,0.8155,0.98416,0.95276,0.98611,0.69551,1.05235,0.56581,0.85555,0.0005249,0.0005249,0.0005249
300,9846.31,0.85162,0.43166,0.82655,0.98127,0.95276,0.97709,0.66686,1.09999,0.57369,0.86217,0.00051995,0.00051995,0.00051995
301,9876.29,0.79265,0.40973,0.80766,0.98501,0.95276,0.98115,0.66874,1.08452,0.53673,0.86025,0.000515,0.000515,0.000515
302,9905.93,0.79311,0.40867,0.81145,0.99179,0.95133,0.98531,0.67184,1.05358,0.51416,0.85908,0.00051005,0.00051005,0.00051005
303,9934.76,0.83322,0.41217,0.82074,0.99014,0.95276,0.98546,0.67845,1.04595,0.50633,0.86335,0.0005051,0.0005051,0.0005051
304,9964.41,0.78986,0.408,0.82311,0.98981,0.95276,0.98442,0.6699,1.06074,0.51098,0.8645,0.00050015,0.00050015,0.00050015
305,9995.47,0.8124,0.42102,0.80791,0.98198,0.9685,0.98236,0.66508,1.06526,0.5168,0.86509,0.0004952,0.0004952,0.0004952
306,10025.4,0.8095,0.40795,0.82317,0.99187,0.96033,0.98792,0.69401,1.04425,0.50667,0.8628,0.00049025,0.00049025,0.00049025
307,10054.1,0.79716,0.3948,0.81437,0.98398,0.96702,0.98833,0.69747,1.07905,0.5351,0.86616,0.0004853,0.0004853,0.0004853
308,10081.9,0.79107,0.40476,0.81737,0.98527,0.96063,0.98798,0.69988,1.0583,0.53285,0.85937,0.00048035,0.00048035,0.00048035
309,10111.6,0.771,0.39366,0.82134,0.99676,0.97638,0.98924,0.66648,1.0829,0.505,0.8617,0.0004754,0.0004754,0.0004754
310,10141.4,0.79028,0.40072,0.81657,0.99082,0.98425,0.99233,0.67738,1.051,0.49675,0.85811,0.00047045,0.00047045,0.00047045
311,10171.5,0.79722,0.4201,0.81483,1,0.95749,0.98979,0.65997,1.1069,0.53007,0.86815,0.0004655,0.0004655,0.0004655
312,10201.7,0.79293,0.40781,0.80533,1,0.94392,0.98243,0.66889,1.08078,0.55035,0.86437,0.00046055,0.00046055,0.00046055
313,10232.4,0.78583,0.40263,0.81142,0.99805,0.94488,0.98455,0.66545,1.10821,0.54773,0.86925,0.0004556,0.0004556,0.0004556
314,10262.4,0.787,0.41997,0.79815,0.99977,0.9685,0.98928,0.68002,1.06745,0.5128,0.86472,0.00045065,0.00045065,0.00045065
315,10292.2,0.78203,0.39258,0.81342,0.98567,0.96063,0.98724,0.67256,1.07003,0.49174,0.86398,0.0004457,0.0004457,0.0004457
316,10322.5,0.74627,0.38357,0.81034,0.97266,0.96063,0.9857,0.67855,1.04825,0.49212,0.8662,0.00044075,0.00044075,0.00044075
317,10352.6,0.78909,0.39436,0.81789,0.98168,0.96063,0.98278,0.66586,1.06265,0.49776,0.86798,0.0004358,0.0004358,0.0004358
318,10383.2,0.80243,0.41772,0.81511,0.99176,0.94808,0.98377,0.66482,1.05949,0.49136,0.86599,0.00043085,0.00043085,0.00043085
319,10413.4,0.80801,0.39496,0.81879,1,0.93654,0.98436,0.66735,1.05519,0.49678,0.86267,0.0004259,0.0004259,0.0004259
320,10443,0.82817,0.4202,0.81968,1,0.9516,0.98379,0.67295,1.08812,0.50908,0.86566,0.00042095,0.00042095,0.00042095
321,10473.4,0.76175,0.39501,0.80851,0.99778,0.94488,0.98244,0.6667,1.07992,0.50777,0.86914,0.000416,0.000416,0.000416
322,10503.5,0.80069,0.40977,0.821,0.98261,0.9685,0.98459,0.67656,1.06608,0.48636,0.86675,0.00041105,0.00041105,0.00041105
323,10533,0.77837,0.38749,0.81428,0.97615,0.96672,0.98411,0.68487,1.06405,0.49065,0.86135,0.0004061,0.0004061,0.0004061
324,10562.2,0.7683,0.39342,0.81571,0.99788,0.93701,0.9837,0.67892,1.09349,0.52959,0.86394,0.00040115,0.00040115,0.00040115
325,10594.7,0.76477,0.39731,0.81324,0.98382,0.95775,0.98466,0.6703,1.10919,0.51163,0.86617,0.0003962,0.0003962,0.0003962
326,10625.4,0.78097,0.39777,0.82286,0.98393,0.96437,0.98589,0.67808,1.06465,0.48779,0.86299,0.00039125,0.00039125,0.00039125
327,10654.9,0.7673,0.39589,0.8108,1,0.9365,0.98437,0.67493,1.083,0.50058,0.8665,0.0003863,0.0003863,0.0003863
328,10684.1,0.76102,0.39747,0.81147,0.99851,0.93701,0.9833,0.67163,1.08752,0.52397,0.866,0.00038135,0.00038135,0.00038135
329,10712.6,0.77982,0.40266,0.80686,0.97524,0.96063,0.98346,0.67406,1.06921,0.51617,0.86238,0.0003764,0.0003764,0.0003764
330,10742.8,0.78795,0.39323,0.82079,0.98345,0.96063,0.98443,0.66429,1.07864,0.49404,0.86582,0.00037145,0.00037145,0.00037145
331,10773.1,0.76183,0.39204,0.80877,0.99172,0.94291,0.98527,0.66147,1.0869,0.49679,0.86936,0.0003665,0.0003665,0.0003665
332,10803.7,0.76256,0.38537,0.81134,0.98345,0.93569,0.97491,0.6694,1.08031,0.50305,0.86756,0.00036155,0.00036155,0.00036155
333,10833.5,0.77568,0.39585,0.80726,0.97593,0.95782,0.98157,0.66271,1.07867,0.51435,0.86733,0.0003566,0.0003566,0.0003566
334,10863.5,0.74325,0.39583,0.81834,0.97572,0.9494,0.98213,0.67139,1.08131,0.50739,0.8658,0.00035165,0.00035165,0.00035165
335,10893.4,0.76018,0.397,0.82458,0.96817,0.95813,0.98511,0.67205,1.08672,0.49824,0.86395,0.0003467,0.0003467,0.0003467
336,10922.9,0.76861,0.40422,0.81219,0.96088,0.96704,0.98566,0.67187,1.092,0.4884,0.86388,0.00034175,0.00034175,0.00034175
337,10953.6,0.77666,0.39028,0.81154,0.96814,0.95722,0.98364,0.67302,1.08303,0.48967,0.86152,0.0003368,0.0003368,0.0003368
338,10984.9,0.76738,0.39929,0.81385,0.97573,0.95276,0.9851,0.66626,1.09269,0.49623,0.85984,0.00033185,0.00033185,0.00033185
339,11015.4,0.78232,0.40491,0.8069,0.9917,0.94056,0.98321,0.66532,1.07815,0.50221,0.86229,0.0003269,0.0003269,0.0003269
340,11045.2,0.77627,0.37358,0.81687,0.98066,0.94488,0.98401,0.66181,1.0955,0.50335,0.86666,0.00032195,0.00032195,0.00032195
341,11076.4,0.74621,0.39431,0.81327,0.97261,0.95276,0.9836,0.67557,1.07415,0.51255,0.86698,0.000317,0.000317,0.000317
342,11106.3,0.74639,0.39464,0.81638,0.99828,0.92913,0.98246,0.66802,1.06406,0.51003,0.86502,0.00031205,0.00031205,0.00031205
343,11136.6,0.75388,0.3919,0.82072,0.98171,0.93701,0.9821,0.67264,1.05351,0.5115,0.86062,0.0003071,0.0003071,0.0003071
344,11166.4,0.74268,0.37698,0.80697,0.97279,0.95276,0.98372,0.68039,1.07301,0.51127,0.86147,0.00030215,0.00030215,0.00030215
345,11196.5,0.75292,0.37755,0.81783,1,0.94486,0.98554,0.68438,1.07101,0.50233,0.86473,0.0002972,0.0002972,0.0002972
346,11226.3,0.69538,0.35811,0.81152,0.99881,0.95276,0.98539,0.68261,1.07306,0.49939,0.86714,0.00029225,0.00029225,0.00029225
347,11256.2,0.75399,0.38894,0.8136,0.9974,0.96063,0.98536,0.67076,1.08996,0.49166,0.86878,0.0002873,0.0002873,0.0002873
348,11286.1,0.74488,0.39106,0.81048,0.99193,0.96745,0.98498,0.66552,1.09372,0.47543,0.87215,0.00028235,0.00028235,0.00028235
349,11316.1,0.77906,0.38456,0.80463,0.98358,0.94338,0.9735,0.64853,1.11654,0.48976,0.87157,0.0002774,0.0002774,0.0002774
350,11345.7,0.75411,0.38238,0.81363,0.98366,0.94816,0.98447,0.66488,1.10562,0.49255,0.86955,0.00027245,0.00027245,0.00027245
351,11375.4,0.76585,0.38232,0.80032,0.96815,0.95747,0.9832,0.66227,1.10888,0.5046,0.8708,0.0002675,0.0002675,0.0002675
352,11405.1,0.76572,0.38356,0.80832,0.9753,0.93286,0.97543,0.67458,1.08999,0.51961,0.86977,0.00026255,0.00026255,0.00026255
353,11435.7,0.76641,0.38134,0.80928,0.96083,0.96582,0.98537,0.67298,1.08256,0.51464,0.86833,0.0002576,0.0002576,0.0002576
354,11465,0.72031,0.36365,0.80649,0.98748,0.94488,0.98662,0.67334,1.07628,0.50713,0.867,0.00025265,0.00025265,0.00025265
355,11493.9,0.74501,0.37745,0.82131,0.98372,0.95182,0.98644,0.67215,1.08276,0.50669,0.86722,0.0002477,0.0002477,0.0002477
356,11523,0.75502,0.3785,0.80387,0.98209,0.96063,0.98554,0.6683,1.08667,0.49604,0.8677,0.00024275,0.00024275,0.00024275
357,11552.4,0.75463,0.3842,0.81159,0.98397,0.96693,0.98412,0.66653,1.08424,0.48932,0.8686,0.0002378,0.0002378,0.0002378
358,11583,0.74663,0.38031,0.80312,0.97436,0.96063,0.97553,0.66066,1.09485,0.50522,0.87239,0.00023285,0.00023285,0.00023285
