epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,11239.5,0.88201,0.41431,0.79524,0.90971,0.7872,0.90407,0.60182,1.07267,0.65632,0.83346,0.000812,0.000812,0.000812
182,11299.7,0.85283,0.41012,0.7833,0.88722,0.79901,0.87652,0.59496,1.08678,0.62063,0.84458,0.0008054,0.0008054,0.0008054
183,11361.4,0.93571,0.4483,0.78015,0.94759,0.71875,0.8663,0.57411,1.11238,0.66711,0.8464,0.0007988,0.0007988,0.0007988
184,11421.4,0.88764,0.4202,0.79188,0.89926,0.8125,0.90453,0.61907,1.08438,0.60963,0.84024,0.0007922,0.0007922,0.0007922
185,11481,0.87958,0.42756,0.79216,0.92198,0.79688,0.90413,0.60332,1.0931,0.67458,0.84104,0.0007856,0.0007856,0.0007856
186,11540.9,0.89837,0.41986,0.78285,0.94083,0.74219,0.88294,0.58172,1.12656,0.7765,0.8438,0.000779,0.000779,0.000779
187,11600.1,0.86806,0.42031,0.79398,0.90439,0.81287,0.9021,0.59406,1.0676,0.75999,0.83382,0.0007724,0.0007724,0.0007724
188,11659.1,0.85233,0.42267,0.77711,0.92852,0.81186,0.90493,0.60887,1.06236,0.76646,0.83061,0.0007658,0.0007658,0.0007658
189,11718.4,0.83054,0.39142,0.78363,0.94327,0.82031,0.91247,0.61262,1.04694,0.66204,0.83048,0.0007592,0.0007592,0.0007592
190,11777,0.92232,0.45026,0.7814,0.9574,0.77344,0.89834,0.56275,1.24144,0.7744,0.84372,0.0007526,0.0007526,0.0007526
191,11836.1,0.90059,0.42592,0.79945,0.98106,0.80935,0.92974,0.64716,1.06063,0.77214,0.83253,0.000746,0.000746,0.000746
192,11894.8,0.875,0.43565,0.80799,0.92834,0.8097,0.91438,0.61549,1.07434,0.72198,0.82903,0.0007394,0.0007394,0.0007394
193,11954.1,0.86605,0.41106,0.78566,0.91464,0.8125,0.90604,0.61531,1.09925,0.75582,0.83437,0.0007328,0.0007328,0.0007328
194,12013.4,0.84081,0.40367,0.79144,0.95153,0.80469,0.9023,0.6182,1.04602,0.75763,0.83182,0.0007262,0.0007262,0.0007262
195,12073,0.81512,0.38999,0.78456,0.92991,0.82922,0.91843,0.63486,1.02849,0.76836,0.83016,0.0007196,0.0007196,0.0007196
196,12132.4,0.79099,0.374,0.79045,0.91067,0.82031,0.89622,0.60031,1.08416,0.82965,0.83297,0.000713,0.000713,0.000713
197,12191.4,0.78061,0.38044,0.77039,0.86594,0.80742,0.8926,0.60731,1.04401,0.75771,0.83359,0.0007064,0.0007064,0.0007064
198,12250.8,0.7979,0.4005,0.78237,0.89504,0.8125,0.90304,0.61673,1.02624,0.69974,0.83072,0.0006998,0.0006998,0.0006998
199,12311.5,0.83864,0.39164,0.7945,0.97078,0.78906,0.91401,0.64287,1.00677,0.73515,0.82895,0.0006932,0.0006932,0.0006932
200,12370,0.88688,0.45128,0.78104,0.87906,0.82812,0.88774,0.59587,1.01349,0.67191,0.82702,0.0006866,0.0006866,0.0006866
201,12431.2,0.85471,0.40216,0.80407,0.9024,0.79454,0.88456,0.58869,1.09982,0.69903,0.8392,0.00068,0.00068,0.00068
202,12491.2,0.79228,0.39831,0.76692,0.93843,0.83357,0.92537,0.63236,1.03818,0.7081,0.83538,0.0006734,0.0006734,0.0006734
203,12550.7,0.82326,0.4023,0.80129,0.91315,0.82144,0.93021,0.64245,1.02595,0.68962,0.83529,0.0006668,0.0006668,0.0006668
204,12609.5,0.80917,0.38418,0.7935,0.90522,0.8208,0.9131,0.61521,1.07007,0.72519,0.83849,0.0006602,0.0006602,0.0006602
205,12667.8,0.82396,0.3978,0.77892,0.91949,0.80308,0.90798,0.62505,1.02626,0.7297,0.83248,0.0006536,0.0006536,0.0006536
206,12726.1,0.81937,0.40853,0.7809,0.93761,0.85156,0.9417,0.66147,1.03894,0.76777,0.83158,0.000647,0.000647,0.000647
207,12784.4,0.78966,0.39747,0.7891,0.92646,0.85156,0.93536,0.65385,1.06015,0.73299,0.8336,0.0006404,0.0006404,0.0006404
208,12843,0.83381,0.39851,0.78833,0.93664,0.85156,0.92349,0.64997,1.04392,0.71343,0.83197,0.0006338,0.0006338,0.0006338
209,12901.3,0.808,0.38459,0.79142,0.93141,0.84875,0.92596,0.6259,1.08106,0.69596,0.83754,0.0006272,0.0006272,0.0006272
210,12960.3,0.79414,0.39618,0.78627,0.98238,0.87123,0.94564,0.64762,1.09521,0.78971,0.83443,0.0006206,0.0006206,0.0006206
211,13018.4,0.80266,0.3799,0.78889,0.98222,0.86322,0.95014,0.65835,1.06483,0.78494,0.83226,0.000614,0.000614,0.000614
212,13076.7,0.79676,0.39232,0.78855,0.95387,0.8078,0.93396,0.62114,1.07828,0.69718,0.83622,0.0006074,0.0006074,0.0006074
213,13134.8,0.79666,0.38721,0.77024,0.91247,0.84375,0.91878,0.62932,1.04084,0.69217,0.83359,0.0006008,0.0006008,0.0006008
214,13192.7,0.77192,0.38438,0.78686,0.89372,0.85405,0.91675,0.62652,1.03959,0.69562,0.83534,0.0005942,0.0005942,0.0005942
215,13251.1,0.83616,0.39192,0.78821,0.92926,0.82106,0.92267,0.64395,1.08069,0.78969,0.83827,0.0005876,0.0005876,0.0005876
216,13308.7,0.77911,0.37366,0.78089,0.93861,0.83616,0.93609,0.62645,1.0825,0.70952,0.83539,0.000581,0.000581,0.000581
217,13367.3,0.83199,0.38779,0.78684,0.95478,0.82487,0.92801,0.63572,1.0491,0.65781,0.83034,0.0005744,0.0005744,0.0005744
218,13425.6,0.78922,0.37849,0.79091,0.97426,0.80469,0.92578,0.6297,1.03106,0.65522,0.82795,0.0005678,0.0005678,0.0005678
219,13484,0.74951,0.36891,0.78943,0.9352,0.85156,0.93371,0.65445,0.99929,0.68136,0.83053,0.0005612,0.0005612,0.0005612
220,13542,0.79078,0.36096,0.79632,0.91478,0.82812,0.91709,0.64045,1.00169,0.64621,0.83295,0.0005546,0.0005546,0.0005546
221,13600.1,0.81329,0.39452,0.77843,0.94078,0.85156,0.93685,0.66394,0.97916,0.63432,0.82507,0.000548,0.000548,0.000548
222,13658.2,0.77429,0.3641,0.79518,0.93212,0.85823,0.92708,0.64598,0.99006,0.65686,0.82883,0.0005414,0.0005414,0.0005414
223,13716.4,0.78164,0.3798,0.78483,0.95725,0.87469,0.93912,0.65494,1.01442,0.69498,0.82961,0.0005348,0.0005348,0.0005348
224,13774.4,0.74857,0.36617,0.78408,0.96397,0.83611,0.92823,0.6403,0.99909,0.6251,0.83003,0.0005282,0.0005282,0.0005282
225,13832.7,0.81351,0.37954,0.78672,0.94791,0.83594,0.93467,0.63215,1.04025,0.69046,0.8312,0.0005216,0.0005216,0.0005216
226,13891.2,0.80569,0.36589,0.78908,0.92995,0.85938,0.92384,0.63985,0.99129,0.6461,0.8318,0.000515,0.000515,0.000515
227,13949.7,0.81274,0.37896,0.78414,0.96285,0.80989,0.93634,0.66246,0.98388,0.70755,0.83131,0.0005084,0.0005084,0.0005084
228,14008.4,0.76995,0.35519,0.78552,0.94853,0.77344,0.92048,0.65899,0.98611,0.69462,0.82939,0.0005018,0.0005018,0.0005018
229,14067.2,0.7572,0.35596,0.77612,0.95822,0.82812,0.93928,0.66157,0.99655,0.68144,0.83077,0.0004952,0.0004952,0.0004952
230,14125.7,0.7337,0.35821,0.7689,0.93046,0.82812,0.93352,0.65397,0.98221,0.69683,0.83126,0.0004886,0.0004886,0.0004886
231,14183.9,0.75836,0.34617,0.77847,0.97177,0.80688,0.92008,0.64661,1.00045,0.73927,0.83071,0.000482,0.000482,0.000482
232,14242,0.78635,0.37775,0.77751,0.92194,0.82031,0.91651,0.64291,1.01385,0.69139,0.83157,0.0004754,0.0004754,0.0004754
233,14300.3,0.79347,0.38244,0.77505,0.88886,0.81225,0.90049,0.62756,1.00895,0.62865,0.83219,0.0004688,0.0004688,0.0004688
234,14358.8,0.75386,0.3646,0.78072,0.91466,0.83738,0.92443,0.65108,0.9742,0.64315,0.834,0.0004622,0.0004622,0.0004622
235,14416.7,0.7407,0.35906,0.77574,0.97052,0.82812,0.93841,0.65851,0.98949,0.68476,0.83112,0.0004556,0.0004556,0.0004556
236,14475.8,0.73337,0.34774,0.79258,0.9581,0.82812,0.933,0.66576,0.95935,0.63292,0.83092,0.000449,0.000449,0.000449
237,14534.3,0.77935,0.36915,0.77787,0.96316,0.81714,0.93636,0.66237,0.98175,0.65976,0.83001,0.0004424,0.0004424,0.0004424
238,14592.9,0.77082,0.3716,0.77203,0.93906,0.84267,0.93143,0.65594,0.97696,0.64002,0.83161,0.0004358,0.0004358,0.0004358
239,14652.2,0.76117,0.37121,0.7732,0.91248,0.8125,0.90746,0.63381,0.99943,0.64576,0.8342,0.0004292,0.0004292,0.0004292
240,14710.6,0.75693,0.36615,0.77774,0.92833,0.80954,0.91518,0.64697,1.00888,0.64271,0.83535,0.0004226,0.0004226,0.0004226
241,14769.2,0.73496,0.34876,0.77531,0.97205,0.81525,0.93856,0.66481,0.98751,0.64061,0.8344,0.000416,0.000416,0.000416
242,14828.4,0.78082,0.3684,0.78293,0.94913,0.83594,0.93765,0.664,0.94825,0.62136,0.83084,0.0004094,0.0004094,0.0004094
243,14887.3,0.75209,0.36388,0.77552,0.94586,0.81889,0.93994,0.65385,0.99009,0.6653,0.83119,0.0004028,0.0004028,0.0004028
244,14946.8,0.74828,0.36,0.77981,0.93872,0.83775,0.93261,0.64326,1.00133,0.67442,0.83132,0.0003962,0.0003962,0.0003962
245,15007.3,0.74564,0.35277,0.7974,0.93921,0.85156,0.93877,0.66561,1.00611,0.68744,0.83636,0.0003896,0.0003896,0.0003896
246,15065.8,0.76201,0.35829,0.77922,0.94599,0.82095,0.93427,0.65471,1.05894,0.85633,0.83928,0.000383,0.000383,0.000383
247,15124.2,0.73184,0.33863,0.79488,0.93781,0.85156,0.93032,0.66365,0.97597,0.74845,0.83125,0.0003764,0.0003764,0.0003764
248,15182.7,0.71555,0.34296,0.77062,0.92064,0.8125,0.92219,0.6456,0.99286,0.67273,0.83154,0.0003698,0.0003698,0.0003698
249,15240.9,0.74407,0.3466,0.78197,0.89083,0.82879,0.92247,0.64285,1.02195,0.62604,0.83445,0.0003632,0.0003632,0.0003632
250,15299.4,0.74386,0.35132,0.78415,0.93063,0.85156,0.92955,0.6563,0.99771,0.60703,0.83185,0.0003566,0.0003566,0.0003566
251,15358,0.71501,0.34367,0.77759,0.92325,0.84585,0.91076,0.65696,1.00082,0.6608,0.82993,0.00035,0.00035,0.00035
252,15416.8,0.77388,0.35562,0.78642,0.93033,0.8346,0.91531,0.65115,1.00039,0.64656,0.82883,0.0003434,0.0003434,0.0003434
253,15475.7,0.76533,0.35112,0.78567,0.94714,0.83999,0.92048,0.65094,0.99393,0.66736,0.82636,0.0003368,0.0003368,0.0003368
254,15534.4,0.71819,0.35761,0.77476,0.94992,0.82812,0.92921,0.65617,0.98849,0.63845,0.8293,0.0003302,0.0003302,0.0003302
255,15593.4,0.75415,0.35819,0.77081,0.9367,0.84375,0.92454,0.6445,1.01149,0.60474,0.83338,0.0003236,0.0003236,0.0003236
256,15652,0.76152,0.34949,0.77325,0.93114,0.84511,0.92544,0.65618,0.98635,0.62267,0.83239,0.000317,0.000317,0.000317
257,15710.9,0.73453,0.33978,0.77635,0.93101,0.83594,0.91273,0.64947,0.97217,0.59236,0.83179,0.0003104,0.0003104,0.0003104
258,15769.4,0.76026,0.36817,0.78944,0.93152,0.85014,0.91757,0.64752,0.97368,0.60673,0.83175,0.0003038,0.0003038,0.0003038
259,15827.6,0.71476,0.33315,0.7849,0.94009,0.85809,0.91861,0.65291,0.98862,0.6485,0.83318,0.0002972,0.0002972,0.0002972
260,15886,0.72214,0.33132,0.78549,0.92093,0.83594,0.90629,0.6422,1.00038,0.66117,0.83324,0.0002906,0.0002906,0.0002906
261,15944.9,0.72809,0.3366,0.79021,0.89827,0.82783,0.89404,0.62653,0.9878,0.64985,0.83146,0.000284,0.000284,0.000284
262,16003.2,0.75612,0.34169,0.78302,0.87979,0.8125,0.89433,0.63267,0.99106,0.64469,0.82938,0.0002774,0.0002774,0.0002774
263,16061.5,0.72115,0.34556,0.77229,0.91046,0.83594,0.90952,0.6401,1.01435,0.63207,0.82996,0.0002708,0.0002708,0.0002708
264,16121.1,0.70273,0.33265,0.78264,0.9467,0.85938,0.92538,0.66737,0.98563,0.62755,0.82865,0.0002642,0.0002642,0.0002642
265,16180.3,0.7449,0.34149,0.78873,0.93048,0.83594,0.91533,0.66545,0.99643,0.64881,0.83023,0.0002576,0.0002576,0.0002576
266,16239.2,0.74026,0.33284,0.78213,0.92376,0.852,0.92727,0.66709,0.97731,0.65327,0.83077,0.000251,0.000251,0.000251
267,16299.7,0.74978,0.33076,0.77846,0.90943,0.86298,0.92063,0.66017,0.97023,0.63321,0.82932,0.0002444,0.0002444,0.0002444
268,16359.2,0.72737,0.32995,0.78252,0.9502,0.82812,0.92763,0.66109,0.97658,0.62445,0.83033,0.0002378,0.0002378,0.0002378
269,16419,0.73682,0.35605,0.7836,0.93198,0.85642,0.92371,0.65187,0.98174,0.6024,0.83117,0.0002312,0.0002312,0.0002312
270,16478.8,0.70852,0.31413,0.78733,0.93184,0.85445,0.93247,0.65575,1.00102,0.63702,0.82978,0.0002246,0.0002246,0.0002246
271,16538,0.72515,0.33067,0.77164,0.95889,0.83594,0.93149,0.67358,0.97015,0.6825,0.82971,0.000218,0.000218,0.000218
272,16596.8,0.69506,0.3401,0.77617,0.94643,0.82822,0.92965,0.67241,0.97729,0.73141,0.83128,0.0002114,0.0002114,0.0002114
273,16656.2,0.68233,0.3215,0.78779,0.95524,0.84375,0.93863,0.67261,0.97163,0.70496,0.82959,0.0002048,0.0002048,0.0002048
274,16715.6,0.69907,0.33861,0.78055,0.9478,0.8511,0.93089,0.67007,0.96324,0.68938,0.83042,0.0001982,0.0001982,0.0001982
275,16774.9,0.71508,0.33468,0.78356,0.94795,0.85367,0.93722,0.68087,0.96099,0.69413,0.83045,0.0001916,0.0001916,0.0001916
276,16834.2,0.71532,0.32848,0.78678,0.94723,0.84142,0.94355,0.6813,0.96834,0.69666,0.82742,0.000185,0.000185,0.000185
277,16892.7,0.71088,0.32395,0.78018,0.95113,0.83594,0.93799,0.66975,0.97615,0.68916,0.82873,0.0001784,0.0001784,0.0001784
278,16951.2,0.68328,0.32627,0.78487,0.96903,0.83594,0.93799,0.6692,0.96897,0.69881,0.82799,0.0001718,0.0001718,0.0001718
279,17009.5,0.6879,0.32691,0.78061,0.97038,0.86719,0.93951,0.67012,0.97784,0.69875,0.82993,0.0001652,0.0001652,0.0001652
280,17068.1,0.69546,0.32761,0.78158,0.97276,0.83704,0.93591,0.67585,0.97419,0.69895,0.83249,0.0001586,0.0001586,0.0001586
281,17126.6,0.67677,0.31997,0.779,0.97291,0.84185,0.93415,0.66516,0.99618,0.70502,0.83414,0.000152,0.000152,0.000152
282,17186.2,0.69746,0.33148,0.79117,0.96453,0.84375,0.93983,0.67857,0.98066,0.75369,0.83282,0.0001454,0.0001454,0.0001454
283,17245,0.68444,0.32666,0.78417,0.95888,0.83594,0.93222,0.67166,0.99393,0.77107,0.83277,0.0001388,0.0001388,0.0001388
284,17303.5,0.66562,0.31182,0.78272,0.95727,0.83594,0.93037,0.66683,1.00344,0.76966,0.83298,0.0001322,0.0001322,0.0001322
285,17362,0.71403,0.31963,0.77772,0.9643,0.8441,0.93039,0.67541,0.97141,0.74616,0.83017,0.0001256,0.0001256,0.0001256
286,17420.4,0.69163,0.32497,0.77132,0.96416,0.84375,0.93648,0.6721,0.96654,0.72745,0.82826,0.000119,0.000119,0.000119
287,17478.8,0.69792,0.31624,0.77778,0.95843,0.85156,0.94227,0.67866,0.96494,0.71412,0.82869,0.0001124,0.0001124,0.0001124
288,17537.1,0.71226,0.32816,0.77666,0.96438,0.84603,0.93934,0.67513,0.96261,0.71305,0.82872,0.0001058,0.0001058,0.0001058
289,17595.4,0.65183,0.30398,0.78348,0.96082,0.83594,0.93852,0.6725,0.97753,0.70572,0.8313,9.92e-05,9.92e-05,9.92e-05
290,17653.6,0.65739,0.31244,0.78432,0.95507,0.83034,0.93663,0.67514,0.9796,0.70257,0.83229,9.26e-05,9.26e-05,9.26e-05
291,17715.3,0.72443,0.34428,0.76999,0.95888,0.82812,0.92899,0.6692,0.97329,0.69096,0.83232,8.6e-05,8.6e-05,8.6e-05
292,17772.4,0.68092,0.32601,0.76162,0.93929,0.84619,0.93664,0.67236,0.98047,0.69098,0.83229,7.94e-05,7.94e-05,7.94e-05
293,17832.3,0.69402,0.31436,0.7685,0.95705,0.87052,0.94371,0.67222,0.97951,0.69612,0.83046,7.28e-05,7.28e-05,7.28e-05
294,17892.1,0.67806,0.31079,0.78502,0.9565,0.85886,0.94404,0.67111,0.98251,0.69491,0.83144,6.62e-05,6.62e-05,6.62e-05
295,17950.4,0.66216,0.29855,0.77698,0.94557,0.85938,0.94015,0.67079,0.99604,0.69509,0.83406,5.96e-05,5.96e-05,5.96e-05
296,18008.7,0.67139,0.30605,0.76382,0.95605,0.84966,0.93756,0.66389,1.01152,0.70431,0.8351,5.3e-05,5.3e-05,5.3e-05
297,18066,0.6737,0.29789,0.76939,0.95558,0.84029,0.93253,0.66248,1.02581,0.70467,0.83579,4.64e-05,4.64e-05,4.64e-05
298,18124.2,0.67557,0.29879,0.77784,0.95196,0.83594,0.93098,0.65415,1.03283,0.70495,0.83619,3.98e-05,3.98e-05,3.98e-05
299,18183.2,0.70276,0.32951,0.77612,0.9555,0.83877,0.93323,0.65829,1.02021,0.70735,0.83526,3.32e-05,3.32e-05,3.32e-05
300,18241.7,0.65223,0.30097,0.77748,0.9475,0.84602,0.93356,0.66238,1.00937,0.70505,0.83477,2.66e-05,2.66e-05,2.66e-05
