epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1305.35,1.43361,0.9279,0.8444,0.83626,0.75813,0.78424,0.39073,1.53667,0.98766,0.86922,0.0018812,0.0018812,0.0018812
32,1342.88,1.47165,0.93201,0.85827,0.85567,0.6875,0.76053,0.38407,1.57125,1.08644,0.85919,0.00187724,0.00187724,0.00187724
33,1379.84,1.4679,0.96758,0.85311,0.7527,0.61826,0.68565,0.30713,1.73375,1.24616,0.8629,0.00187328,0.00187328,0.00187328
34,1419.05,1.46519,0.95685,0.85419,0.82206,0.6875,0.77072,0.40821,1.48054,1.18142,0.85075,0.00186932,0.00186932,0.00186932
35,1456.52,1.3595,0.87862,0.84065,0.73783,0.74219,0.77754,0.38357,1.7702,1.10373,0.89819,0.00186536,0.00186536,0.00186536
36,1490.98,1.44674,0.92715,0.82422,0.93691,0.73438,0.86065,0.42467,1.57404,1.11796,0.87305,0.0018614,0.0018614,0.0018614
37,1528.27,1.49845,0.96088,0.85573,0.93008,0.72742,0.81863,0.41061,1.4986,0.97687,0.85887,0.00185744,0.00185744,0.00185744
38,1564.46,1.53138,0.96294,0.84636,0.8327,0.73882,0.82064,0.44268,1.55317,1.05703,0.86182,0.00185348,0.00185348,0.00185348
39,1604.27,1.42719,0.95143,0.84448,0.78854,0.78906,0.79253,0.39433,1.61287,1.04578,0.87271,0.00184952,0.00184952,0.00184952
40,1638.82,1.4702,0.90935,0.8371,0.75658,0.6799,0.76869,0.36092,1.73501,1.1435,0.86718,0.00184556,0.00184556,0.00184556
41,1678.02,1.34862,0.81669,0.83326,0.84156,0.70312,0.76575,0.36601,1.57869,1.20872,0.85963,0.0018416,0.0018416,0.0018416
42,1718.65,1.40659,0.88738,0.83873,0.75584,0.69531,0.71955,0.36764,1.51824,1.1366,0.86846,0.00183764,0.00183764,0.00183764
43,1757.5,1.33723,0.81166,0.82145,0.88503,0.72172,0.80148,0.39435,1.61572,1.08432,0.86572,0.00183368,0.00183368,0.00183368
44,1798.13,1.35394,0.76986,0.83882,0.85764,0.75308,0.81604,0.45289,1.44083,1.07961,0.86335,0.00182972,0.00182972,0.00182972
45,1836.88,1.44237,0.87777,0.85744,0.89339,0.71094,0.81239,0.4275,1.47952,0.94257,0.86082,0.00182576,0.00182576,0.00182576
46,1876.27,1.28654,0.76944,0.83432,0.86641,0.81074,0.86334,0.46238,1.38026,0.88524,0.85001,0.0018218,0.0018218,0.0018218
47,1915.21,1.37856,0.85428,0.83568,0.6873,0.6875,0.74203,0.40215,1.45628,0.9314,0.85238,0.00181784,0.00181784,0.00181784
48,1952.32,1.37103,0.82697,0.84612,0.70846,0.68347,0.74451,0.41898,1.44825,1.07449,0.85847,0.00181388,0.00181388,0.00181388
49,1990.19,1.3442,0.7895,0.83726,0.9057,0.73438,0.86008,0.43366,1.41221,0.88138,0.85393,0.00180992,0.00180992,0.00180992
50,2027.9,1.26685,0.76516,0.81806,0.88627,0.67188,0.80356,0.44022,1.3504,0.92014,0.84448,0.00180596,0.00180596,0.00180596
51,2064.83,1.29721,0.79292,0.81215,0.88502,0.76562,0.83483,0.44493,1.49536,0.95419,0.86051,0.001802,0.001802,0.001802
52,2104.99,1.34433,0.80428,0.82372,0.87502,0.78125,0.82205,0.35806,1.65156,1.02051,0.87503,0.00179804,0.00179804,0.00179804
53,2142.54,1.30279,0.75777,0.81996,0.83553,0.78906,0.84392,0.45866,1.50646,0.92673,0.86587,0.00179408,0.00179408,0.00179408
54,2178.68,1.30927,0.75079,0.8254,0.92922,0.72656,0.85236,0.48996,1.33131,0.79958,0.8451,0.00179012,0.00179012,0.00179012
55,2214.21,1.45422,0.82729,0.84546,0.81812,0.75,0.81505,0.42486,1.4911,0.83665,0.8529,0.00178616,0.00178616,0.00178616
56,2253.61,1.34603,0.78752,0.83246,0.75051,0.65625,0.74647,0.38223,1.40492,0.92969,0.85426,0.0017822,0.0017822,0.0017822
57,2293.18,1.37311,0.78591,0.82596,0.78825,0.69798,0.7697,0.43956,1.29127,0.94967,0.85249,0.00177824,0.00177824,0.00177824
58,2331.14,1.408,0.80268,0.84677,0.79746,0.76902,0.80686,0.41932,1.39577,0.91917,0.84617,0.00177428,0.00177428,0.00177428
59,2366.2,1.29633,0.72929,0.83137,0.92814,0.77344,0.84544,0.483,1.29475,0.8745,0.85198,0.00177032,0.00177032,0.00177032
60,2402.02,1.31211,0.70464,0.83904,0.84514,0.76562,0.82379,0.45842,1.41129,0.92843,0.85064,0.00176636,0.00176636,0.00176636
61,2436.6,1.3151,0.74816,0.81551,0.84154,0.70536,0.79832,0.44451,1.41236,1.22374,0.84821,0.0017624,0.0017624,0.0017624
62,2471.98,1.29654,0.7295,0.82657,0.75529,0.82812,0.84354,0.49719,1.2973,0.80771,0.84077,0.00175844,0.00175844,0.00175844
63,2505.9,1.24597,0.7146,0.82479,0.82256,0.72433,0.82716,0.44364,1.45531,1.04139,0.85025,0.00175448,0.00175448,0.00175448
64,2542.21,1.25994,0.68926,0.83876,0.90937,0.76562,0.83588,0.46484,1.40707,0.93865,0.85388,0.00175052,0.00175052,0.00175052
65,2577.2,1.27549,0.72769,0.82356,0.85483,0.78209,0.86042,0.48789,1.37012,0.89743,0.84579,0.00174656,0.00174656,0.00174656
66,2614.65,1.28724,0.70135,0.82369,0.87319,0.75315,0.81622,0.45391,1.34948,0.90481,0.84565,0.0017426,0.0017426,0.0017426
67,2654.19,1.28238,0.74125,0.83335,0.83505,0.78906,0.81939,0.46851,1.29241,0.92828,0.84692,0.00173864,0.00173864,0.00173864
68,2689.86,1.29957,0.77809,0.83069,0.86725,0.7656,0.84979,0.49676,1.35596,0.86866,0.85005,0.00173468,0.00173468,0.00173468
69,2725.31,1.25477,0.70287,0.81194,0.88315,0.6875,0.80894,0.47051,1.39946,1.05978,0.853,0.00173072,0.00173072,0.00173072
70,2762.41,1.31252,0.77789,0.81136,0.87002,0.73438,0.81584,0.46267,1.33638,0.8161,0.84183,0.00172676,0.00172676,0.00172676
71,2798.08,1.17653,0.69765,0.82219,0.89042,0.67969,0.81168,0.48426,1.35794,1.29088,0.84614,0.0017228,0.0017228,0.0017228
72,2836.08,1.2019,0.71284,0.82551,0.86107,0.74219,0.82326,0.47205,1.29648,0.9231,0.84881,0.00171884,0.00171884,0.00171884
73,2872.37,1.24168,0.70376,0.80847,0.71472,0.68507,0.71585,0.37321,1.53499,1.06178,0.86776,0.00171488,0.00171488,0.00171488
74,2913.96,1.3062,0.72595,0.82456,0.84733,0.73713,0.77631,0.39809,1.4635,0.95702,0.85315,0.00171092,0.00171092,0.00171092
75,2949.03,1.25298,0.70318,0.83258,0.9331,0.77344,0.8575,0.48602,1.39137,0.78813,0.85328,0.00170696,0.00170696,0.00170696
76,2983.14,1.25654,0.713,0.81912,0.9088,0.78125,0.85371,0.45498,1.425,0.85961,0.84828,0.001703,0.001703,0.001703
77,3016.89,1.2871,0.7271,0.8222,0.91418,0.749,0.87251,0.5287,1.30482,0.88109,0.84625,0.00169904,0.00169904,0.00169904
78,3053.83,1.22806,0.71053,0.81971,0.88053,0.74856,0.83632,0.50753,1.19246,0.81197,0.83792,0.00169508,0.00169508,0.00169508
79,3091.22,1.27296,0.73075,0.81859,0.92154,0.74219,0.84116,0.48386,1.36168,0.79561,0.8535,0.00169112,0.00169112,0.00169112
80,3125.11,1.22671,0.69984,0.81295,0.94881,0.72404,0.84519,0.44336,1.48658,0.90235,0.85844,0.00168716,0.00168716,0.00168716
81,3161.34,1.26907,0.69666,0.82092,0.93165,0.75,0.85257,0.4428,1.38717,0.84298,0.85359,0.0016832,0.0016832,0.0016832
82,3197.14,1.26511,0.69603,0.82997,0.91584,0.7652,0.83579,0.46611,1.35753,0.8856,0.84738,0.00167924,0.00167924,0.00167924
83,3234.44,1.22862,0.69111,0.81179,0.81494,0.79128,0.83664,0.47439,1.2731,0.84986,0.83975,0.00167528,0.00167528,0.00167528
84,3273.04,1.27043,0.69668,0.82885,0.7738,0.78906,0.82133,0.4604,1.44002,0.90923,0.85874,0.00167132,0.00167132,0.00167132
85,3308.13,1.29679,0.69587,0.83502,0.79331,0.69531,0.78833,0.40869,1.52751,1.11663,0.8565,0.00166736,0.00166736,0.00166736
86,3345.76,1.28043,0.68913,0.82561,0.87537,0.76822,0.84401,0.48637,1.30114,0.80303,0.84558,0.0016634,0.0016634,0.0016634
87,3379.39,1.24528,0.67428,0.80932,0.93674,0.75781,0.87425,0.51398,1.27517,0.90309,0.83746,0.00165944,0.00165944,0.00165944
88,3414.15,1.15718,0.6388,0.81648,0.85986,0.76698,0.86756,0.52754,1.20888,0.74048,0.83679,0.00165548,0.00165548,0.00165548
89,3449.82,1.27254,0.67381,0.82967,0.8505,0.78125,0.85587,0.47841,1.31636,0.7782,0.84046,0.00165152,0.00165152,0.00165152
90,3486.59,1.2668,0.65432,0.82173,0.80425,0.77035,0.8474,0.47372,1.36385,0.77754,0.84618,0.00164756,0.00164756,0.00164756
91,3521.38,1.21974,0.63147,0.81291,0.89487,0.78906,0.89234,0.52696,1.26241,0.89241,0.84052,0.0016436,0.0016436,0.0016436
92,3557.25,1.16146,0.63796,0.83133,0.84945,0.70533,0.8094,0.44507,1.34191,0.9624,0.84759,0.00163964,0.00163964,0.00163964
93,3592.73,1.17133,0.6279,0.8119,0.90315,0.8014,0.86075,0.45685,1.34758,0.86089,0.84426,0.00163568,0.00163568,0.00163568
94,3630.27,1.15212,0.62602,0.82552,0.9161,0.83594,0.88357,0.48808,1.28496,0.73315,0.84199,0.00163172,0.00163172,0.00163172
95,3663.7,1.19724,0.66062,0.80765,0.87003,0.7845,0.87127,0.52599,1.27515,0.89134,0.84643,0.00162776,0.00162776,0.00162776
96,3698.88,1.27271,0.71655,0.81789,0.84634,0.68852,0.80193,0.44631,1.43457,1.0815,0.84904,0.0016238,0.0016238,0.0016238
97,3738.06,1.27107,0.6709,0.80498,0.72926,0.79967,0.82799,0.47486,1.38583,0.99765,0.84773,0.00161984,0.00161984,0.00161984
98,3775.48,1.28076,0.68845,0.81279,0.89262,0.77934,0.85612,0.51604,1.28152,0.77007,0.84368,0.00161588,0.00161588,0.00161588
99,3811.33,1.15711,0.62287,0.82513,0.87021,0.83808,0.88872,0.50831,1.27464,0.7766,0.83899,0.00161192,0.00161192,0.00161192
100,3845.02,1.17738,0.64399,0.81735,0.87109,0.79189,0.86063,0.50637,1.26451,0.95632,0.83659,0.00160796,0.00160796,0.00160796
101,3880.86,1.17462,0.66544,0.8165,0.82728,0.78584,0.83104,0.49404,1.31175,0.84354,0.84381,0.001604,0.001604,0.001604
102,3927.46,1.1907,0.64801,0.81878,0.84004,0.73853,0.83459,0.47367,1.30348,1.15184,0.84523,0.00160004,0.00160004,0.00160004
103,3964.65,1.19313,0.66245,0.82032,0.95651,0.75,0.87218,0.52852,1.30222,0.81224,0.84084,0.00159608,0.00159608,0.00159608
104,3997.91,1.16559,0.60846,0.80701,0.93966,0.77344,0.87106,0.52615,1.27627,0.77855,0.84654,0.00159212,0.00159212,0.00159212
105,4030.93,1.18159,0.62464,0.81922,0.91323,0.74007,0.85025,0.49377,1.36209,0.83357,0.84765,0.00158816,0.00158816,0.00158816
106,4065.9,1.16953,0.65679,0.81673,0.93908,0.76562,0.87866,0.48428,1.32564,0.7794,0.84085,0.0015842,0.0015842,0.0015842
107,4099.15,1.15029,0.63903,0.81238,0.89927,0.83694,0.89511,0.53504,1.24677,0.73619,0.84463,0.00158024,0.00158024,0.00158024
108,4132.17,1.16499,0.63593,0.81575,0.92199,0.73438,0.85561,0.52148,1.27923,0.81717,0.84918,0.00157628,0.00157628,0.00157628
109,4165.85,1.12691,0.59679,0.81099,0.88948,0.75454,0.85748,0.51995,1.2764,0.77548,0.85612,0.00157232,0.00157232,0.00157232
110,4201.64,1.15542,0.6141,0.81439,0.86016,0.85938,0.88342,0.52289,1.33041,0.8277,0.8637,0.00156836,0.00156836,0.00156836
111,4237.74,1.17955,0.64213,0.81773,0.91382,0.82836,0.89662,0.51977,1.36387,0.78806,0.8565,0.0015644,0.0015644,0.0015644
112,4273.17,1.14303,0.61375,0.81278,0.85446,0.77344,0.86584,0.52302,1.27948,0.7754,0.84848,0.00156044,0.00156044,0.00156044
113,4310.26,1.06136,0.5798,0.80121,0.85052,0.80015,0.86216,0.48316,1.38146,0.77525,0.84949,0.00155648,0.00155648,0.00155648
114,4346.14,1.22234,0.63688,0.81248,0.85448,0.78125,0.82916,0.41626,1.5335,0.87278,0.86505,0.00155252,0.00155252,0.00155252
115,4382.02,1.12683,0.60082,0.81511,0.92754,0.8125,0.89404,0.517,1.30031,0.71991,0.848,0.00154856,0.00154856,0.00154856
116,4417.07,1.15357,0.59224,0.80962,0.96151,0.7806,0.88555,0.50492,1.30455,0.73234,0.84663,0.0015446,0.0015446,0.0015446
117,4453.52,1.12364,0.61206,0.82043,0.78158,0.78906,0.84714,0.49648,1.31911,0.75952,0.84792,0.00154064,0.00154064,0.00154064
118,4487.97,1.13646,0.59697,0.80464,0.86056,0.81969,0.87295,0.50172,1.35171,0.88176,0.85525,0.00153668,0.00153668,0.00153668
119,4522.13,1.12,0.57053,0.80548,0.83355,0.7825,0.85264,0.47801,1.3482,0.92668,0.85173,0.00153272,0.00153272,0.00153272
120,4557.01,1.17732,0.60164,0.81135,0.89652,0.8122,0.89233,0.51631,1.31857,0.86222,0.84696,0.00152876,0.00152876,0.00152876
121,4593.24,1.11823,0.59107,0.80475,0.92789,0.80425,0.87166,0.50711,1.20127,0.74186,0.83207,0.0015248,0.0015248,0.0015248
122,4631.88,1.15419,0.60263,0.82955,0.89015,0.625,0.80477,0.48969,1.21911,0.88751,0.83321,0.00152084,0.00152084,0.00152084
123,4667.02,1.15347,0.63019,0.79586,0.84881,0.75781,0.83842,0.46987,1.31637,0.85204,0.8346,0.00151688,0.00151688,0.00151688
124,4704.25,1.19543,0.62696,0.81247,0.82897,0.75736,0.85572,0.50191,1.36702,0.88571,0.84164,0.00151292,0.00151292,0.00151292
125,4737.21,1.08396,0.59066,0.81017,0.92281,0.85938,0.90771,0.53463,1.25053,0.76406,0.83736,0.00150896,0.00150896,0.00150896
126,4773.43,1.10252,0.57652,0.80585,0.82445,0.69712,0.82457,0.47774,1.18921,0.76843,0.83547,0.001505,0.001505,0.001505
127,4811.49,1.06965,0.57567,0.80247,0.93533,0.79096,0.8931,0.48782,1.42532,0.78906,0.85568,0.00150104,0.00150104,0.00150104
128,4849.95,1.14892,0.59787,0.81009,0.86739,0.74219,0.8534,0.49921,1.3431,0.81955,0.85163,0.00149708,0.00149708,0.00149708
129,4884.57,1.17138,0.60383,0.81883,0.82031,0.8125,0.8601,0.4988,1.35467,0.83887,0.85101,0.00149312,0.00149312,0.00149312
130,4919.45,1.224,0.6228,0.81726,0.86301,0.82031,0.8883,0.52892,1.2712,0.72953,0.84773,0.00148916,0.00148916,0.00148916
131,4958.05,1.18063,0.59467,0.81713,0.88679,0.79557,0.8754,0.53686,1.19719,0.73363,0.83831,0.0014852,0.0014852,0.0014852
132,4994.23,1.08387,0.57778,0.81025,0.85886,0.76562,0.87434,0.51302,1.29024,0.72368,0.84762,0.00148124,0.00148124,0.00148124
133,5028.38,1.153,0.61117,0.81493,0.91702,0.82031,0.89182,0.5343,1.23372,0.7672,0.84273,0.00147728,0.00147728,0.00147728
134,5063.79,1.0837,0.56513,0.80668,0.83453,0.82742,0.88007,0.53298,1.18921,0.7546,0.83267,0.00147332,0.00147332,0.00147332
135,5099.49,1.09767,0.58889,0.79026,0.86604,0.83594,0.88296,0.52849,1.30736,0.72298,0.84555,0.00146936,0.00146936,0.00146936
136,5134.2,1.14604,0.57865,0.81393,0.95609,0.78125,0.87728,0.54964,1.22411,0.86632,0.83864,0.0014654,0.0014654,0.0014654
137,5167.88,1.10203,0.58354,0.80184,0.94145,0.79688,0.88097,0.55179,1.27831,0.79308,0.85207,0.00146144,0.00146144,0.00146144
138,5201.32,1.12121,0.57145,0.81427,0.92256,0.74219,0.86362,0.54113,1.23899,0.76293,0.84063,0.00145748,0.00145748,0.00145748
139,5240.33,1.13962,0.62534,0.80231,0.76125,0.74219,0.82513,0.51379,1.23227,0.79133,0.84268,0.00145352,0.00145352,0.00145352
140,5276.23,1.09558,0.57854,0.81809,0.86118,0.82396,0.87783,0.53351,1.29613,0.71738,0.83836,0.00144956,0.00144956,0.00144956
141,5310.74,1.14654,0.59321,0.80294,0.88393,0.85938,0.90868,0.50233,1.37371,0.76227,0.84299,0.0014456,0.0014456,0.0014456
142,5347.87,1.15123,0.60566,0.80357,0.82689,0.83594,0.89609,0.52251,1.26635,0.68542,0.83563,0.00144164,0.00144164,0.00144164
143,5381.48,1.09183,0.58949,0.79447,0.91771,0.79688,0.88671,0.52961,1.27557,0.75967,0.83679,0.00143768,0.00143768,0.00143768
144,5415.63,1.16457,0.6117,0.8133,0.94641,0.82787,0.91399,0.54623,1.25475,0.77673,0.84268,0.00143372,0.00143372,0.00143372
145,5449.74,1.11652,0.56269,0.82806,0.89124,0.82812,0.89271,0.52325,1.4462,0.8384,0.85832,0.00142976,0.00142976,0.00142976
146,5484.93,1.19246,0.60449,0.83563,0.93079,0.84058,0.89846,0.47633,1.54582,0.90755,0.87817,0.0014258,0.0014258,0.0014258
147,5519.48,1.14161,0.59929,0.80427,0.8654,0.74219,0.84791,0.49974,1.29734,0.90439,0.84936,0.00142184,0.00142184,0.00142184
148,5553.17,1.1185,0.59944,0.80387,0.96218,0.795,0.87974,0.55466,1.27069,0.86363,0.84896,0.00141788,0.00141788,0.00141788
149,5587.31,1.02579,0.55264,0.79892,0.87721,0.7256,0.82341,0.46588,1.34691,0.93825,0.85264,0.00141392,0.00141392,0.00141392
150,5620.65,1.12382,0.56699,0.8109,0.94399,0.77344,0.89702,0.54669,1.22898,0.80737,0.84284,0.00140996,0.00140996,0.00140996
151,5655.15,1.07293,0.55489,0.79705,0.89579,0.80584,0.90145,0.55039,1.29783,0.84562,0.84509,0.001406,0.001406,0.001406
152,5691.44,1.08513,0.56257,0.80524,0.89129,0.85156,0.9161,0.54878,1.2739,0.72383,0.83975,0.00140204,0.00140204,0.00140204
153,5727.91,1.0427,0.52469,0.80817,0.90649,0.76562,0.87963,0.55101,1.23872,0.72479,0.8396,0.00139808,0.00139808,0.00139808
154,5765.7,1.11279,0.56063,0.81081,0.80015,0.71945,0.79316,0.4712,1.28421,0.88928,0.84564,0.00139412,0.00139412,0.00139412
155,5800.8,1.07089,0.56943,0.80901,0.88556,0.78596,0.87132,0.54327,1.2039,0.7722,0.84242,0.00139016,0.00139016,0.00139016
156,5837.2,1.10628,0.57155,0.80994,0.81057,0.80231,0.84712,0.50933,1.28827,0.81066,0.84461,0.0013862,0.0013862,0.0013862
157,5871.37,1.13807,0.59828,0.80825,0.94946,0.88062,0.92171,0.54025,1.34677,0.78538,0.85758,0.00138224,0.00138224,0.00138224
158,5906.24,1.09427,0.54633,0.80867,0.92384,0.85296,0.91923,0.55006,1.24434,0.7604,0.84769,0.00137828,0.00137828,0.00137828
159,5941.75,1.15981,0.58787,0.81459,0.97313,0.84882,0.9265,0.54838,1.45329,0.88894,0.8695,0.00137432,0.00137432,0.00137432
160,5974.37,1.12284,0.57705,0.81323,0.95316,0.82812,0.90841,0.55231,1.26786,0.72484,0.8474,0.00137036,0.00137036,0.00137036
161,6007.6,1.08905,0.5397,0.80155,0.91591,0.79688,0.87925,0.49596,1.33651,0.74386,0.84279,0.0013664,0.0013664,0.0013664
162,6040.48,1.11763,0.56478,0.80966,0.86099,0.82261,0.88478,0.51739,1.30023,0.74696,0.84762,0.00136244,0.00136244,0.00136244
163,6073.68,1.10686,0.58897,0.80862,0.90391,0.84375,0.89129,0.54828,1.28033,0.76504,0.84248,0.00135848,0.00135848,0.00135848
164,6108.52,1.07476,0.55432,0.79703,0.83374,0.82275,0.89164,0.51443,1.28951,0.72387,0.84751,0.00135452,0.00135452,0.00135452
165,6142.09,1.05989,0.52687,0.8167,0.90694,0.83751,0.9135,0.55481,1.28818,0.69514,0.85183,0.00135056,0.00135056,0.00135056
166,6175.83,1.15274,0.57859,0.8141,0.9322,0.85927,0.91874,0.56724,1.28397,0.69952,0.84512,0.0013466,0.0013466,0.0013466
167,6208.74,1.05645,0.53075,0.79989,0.82551,0.82812,0.88169,0.53308,1.3082,0.83518,0.84694,0.00134264,0.00134264,0.00134264
168,6241.84,1.07725,0.56408,0.80216,0.88095,0.75154,0.8749,0.51633,1.29913,0.91954,0.84012,0.00133868,0.00133868,0.00133868
169,6276.1,1.0917,0.55748,0.81027,0.91829,0.70239,0.88084,0.52847,1.28586,0.68626,0.8392,0.00133472,0.00133472,0.00133472
170,6309.37,1.11283,0.57996,0.80398,0.90309,0.8125,0.88591,0.52828,1.2608,0.75882,0.83635,0.00133076,0.00133076,0.00133076
171,6343.13,1.03576,0.52034,0.81225,0.90874,0.80469,0.89519,0.56336,1.22363,0.71445,0.83704,0.0013268,0.0013268,0.0013268
172,6376.54,1.01865,0.54779,0.80101,0.88608,0.72918,0.86203,0.53188,1.20336,0.7674,0.83664,0.00132284,0.00132284,0.00132284
173,6409.31,1.07804,0.53778,0.80041,0.84723,0.76562,0.85835,0.52923,1.23261,0.88611,0.83756,0.00131888,0.00131888,0.00131888
174,6443.25,1.04279,0.54434,0.80829,0.88498,0.85156,0.8953,0.5359,1.24272,0.78994,0.83351,0.00131492,0.00131492,0.00131492
175,6479.35,1.06329,0.55117,0.79952,0.82709,0.78481,0.84916,0.52452,1.29645,0.79634,0.83669,0.00131096,0.00131096,0.00131096
176,6514.29,1.08875,0.56107,0.80517,0.95626,0.80469,0.88004,0.54152,1.28221,0.77938,0.84402,0.001307,0.001307,0.001307
177,6549.31,1.07449,0.53112,0.81127,0.90368,0.82031,0.90059,0.55307,1.23147,0.76152,0.83878,0.00130304,0.00130304,0.00130304
178,6583.83,1.10489,0.54024,0.80193,0.84012,0.77999,0.85157,0.49038,1.32649,0.79309,0.84416,0.00129908,0.00129908,0.00129908
179,6619.77,1.10568,0.55533,0.80369,0.84829,0.74262,0.83366,0.44329,1.43137,0.85451,0.84842,0.00129512,0.00129512,0.00129512
180,6658.67,1.05119,0.54391,0.80839,0.86422,0.79562,0.88077,0.51798,1.29196,0.73942,0.84312,0.00129116,0.00129116,0.00129116
181,6696.57,1.06899,0.54099,0.80691,0.94392,0.78902,0.90683,0.55429,1.25691,0.71292,0.84501,0.0012872,0.0012872,0.0012872
182,6731.17,1.05553,0.52721,0.79917,0.94754,0.84671,0.92379,0.57995,1.23808,0.76165,0.84532,0.00128324,0.00128324,0.00128324
183,6766.2,1.10631,0.55185,0.78849,0.91756,0.86958,0.93283,0.58519,1.22636,0.6671,0.84067,0.00127928,0.00127928,0.00127928
184,6804.55,1.07222,0.539,0.80088,0.83152,0.83594,0.89369,0.56426,1.21761,0.71876,0.84569,0.00127532,0.00127532,0.00127532
